Player,Club,League,Group,Goals/90,Assists/90,(Goals+Assists)/90,Non-Penalty Goals/90,(Non-Penalty Goals + Assists)/90,Expected Goals/90,Expected Assists/90,(Expected Goals + Expected Assists)/90,Non-Penalty Expected Goals/90,(Non-Penalty Expected Goals + Expected Assists)/90,Progressive Carries,Progressive Passes,Progressive Passes Received
Yunis Abdelhamid,Saint-Étienne,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,4,22,3
Himad Abdelli,Angers,Ligue 1,Midfielder,0.19,0.03,0.22,0.1,0.13,0.2,0.1,0.3,0.1,0.2,107,207,111
Ali Abdi,Nice,Ligue 1,Defender,0.32,0.13,0.45,0.32,0.45,0.28,0.12,0.4,0.28,0.4,35,42,101
Matthis Abline,Nantes,Ligue 1,Attacker,0.29,0.07,0.36,0.26,0.33,0.28,0.12,0.4,0.25,0.37,75,48,169
Abner,Lyon,Ligue 1,Defender,0.08,0.08,0.17,0.08,0.17,0.05,0.09,0.14,0.05,0.14,31,66,55
Zakaria Aboukhlal,Toulouse,Ligue 1,Midfielder,0.33,0.09,0.43,0.28,0.38,0.48,0.07,0.56,0.41,0.48,34,22,164
Abdel Abqar,Alavés,La Liga,Defender,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,16,79,4
Tammy Abraham,Milan,Serie A,Attacker,0.23,0.3,0.53,0.15,0.46,0.54,0.16,0.7,0.41,0.58,8,26,69
Francesco Acerbi,Inter,Serie A,Defender,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.05,0.02,0.05,19,62,22
Akor Adams,Montpellier,Ligue 1,Attacker,0.25,0.08,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44,11,6,45
Tyler Adams,Bournemouth,Premier League,Midfielder,0.0,0.14,0.14,0.0,0.14,0.07,0.05,0.12,0.07,0.12,14,76,10
Che Adams,Torino,Serie A,Attacker,0.31,0.1,0.41,0.31,0.41,0.31,0.07,0.37,0.28,0.35,23,40,153
Junior Adamu,Freiburg,Bundesliga,Attacker,0.12,0.12,0.23,0.12,0.23,0.32,0.14,0.46,0.32,0.46,8,14,84
Tosin Adarabioyo,Chelsea,Premier League,Defender,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07,5,42,1
Karim Adeyemi,Dortmund,Bundesliga,Attacker,0.44,0.38,0.82,0.44,0.82,0.34,0.38,0.72,0.34,0.72,68,28,153
Simon Adingra,Brighton,Premier League,Attacker,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4,50,18,136
Yacine Adli,Fiorentina,Serie A,Midfielder,0.29,0.44,0.73,0.29,0.73,0.08,0.17,0.25,0.08,0.25,24,103,30
Michel Ndary Adopo,Cagliari,Serie A,Midfielder,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.13,0.04,0.13,20,106,61
Oladapo Afolayan,St. Pauli,Bundesliga,Attacker,0.16,0.05,0.22,0.16,0.22,0.17,0.21,0.38,0.17,0.38,53,32,108
Emmanuel Agbadou,Wolves,Premier League,Defender,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,6,31,2
Lucien Agoume,Sevilla,La Liga,Midfielder,0.04,0.13,0.17,0.04,0.17,0.04,0.11,0.14,0.04,0.14,29,135,23
Felix Agu,Werder Bremen,Bundesliga,Defender,0.15,0.0,0.15,0.15,0.15,0.07,0.09,0.17,0.07,0.17,33,43,105
Nayef Aguerd,Real Sociedad,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,26,75,1
Ruben Aguilar,Lens,Ligue 1,Defender,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21,32,74,101
Jean-Eudes Aholou,Angers,Ligue 1,Midfielder,0.09,0.0,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13,15,68,16
Ola Aina,Nott'ham Forest,Premier League,Defender,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,67,107,67
Kristoffer Ajer,Brentford,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,27,56,44
Ludovic Ajorque,Brest,Ligue 1,Attacker,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46,10,41,124
Manuel Akanji,Manchester City,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,46,158,7
Sergio Akieme,Reims,Ligue 1,Defender,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14,55,86,97
Maghnes Akliouche,Monaco,Ligue 1,Attacker,0.19,0.37,0.56,0.15,0.52,0.35,0.27,0.62,0.32,0.59,127,173,226
Clément Akpa,Auxerre,Ligue 1,Defender,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.04,0.01,0.04,27,74,24
Jean-Daniel Akpa-Akpro,Monza,Serie A,Midfielder,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,21,19,22
Kevin Akpoguma,Hoffenheim,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,14,98,16
Musa Al-Taamari,Montpellier,Ligue 1,Attacker,0.16,0.08,0.24,0.16,0.24,0.21,0.12,0.33,0.21,0.33,55,30,76
Raúl Albiol,Villarreal,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,3,34,0
Omar Alderete,Getafe,La Liga,Defender,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,25,112,7
Trent Alexander-Arnold,Liverpool,Premier League,Defender,0.11,0.23,0.34,0.11,0.34,0.07,0.28,0.35,0.07,0.35,51,232,94
Carles Aleñá,Alavés,La Liga,Midfielder,0.0,0.17,0.17,0.0,0.17,0.06,0.11,0.17,0.06,0.17,18,58,43
Alfon,Celta Vigo,La Liga,Attacker,0.33,0.13,0.46,0.33,0.46,0.3,0.17,0.47,0.3,0.47,89,22,170
Jim Allevinah,Angers,Ligue 1,Attacker,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35,57,48,99
Alexis Mac Allister,Liverpool,Premier League,Midfielder,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26,36,177,80
Thiago Almada,Lyon,Ligue 1,Midfielder,0.09,0.38,0.47,0.09,0.47,0.19,0.25,0.44,0.19,0.44,38,97,50
Domingos André Ribeiro Almeida,Valencia,La Liga,Midfielder,0.0,0.18,0.18,0.0,0.18,0.05,0.14,0.2,0.05,0.2,45,142,77
Pontus Almqvist,Parma,Serie A,Attacker,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28,42,12,85
Marcos Alonso,Celta Vigo,La Liga,Defender,0.1,0.0,0.1,0.0,0.0,0.14,0.04,0.18,0.05,0.1,64,215,49
Sergi Altimira,Betis,La Liga,Midfielder,0.0,0.05,0.05,0.0,0.05,0.08,0.08,0.16,0.07,0.15,25,99,30
Adrià Altimira,Leganés,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,23,42,69
Selim Amallah,Valladolid,La Liga,Midfielder,0.2,0.07,0.26,0.13,0.2,0.23,0.07,0.3,0.18,0.25,24,57,27
Kelvin Amian,Nantes,Ligue 1,Defender,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08,32,73,77
Nadiem Amiri,Mainz 05,Bundesliga,Midfielder,0.25,0.18,0.44,0.18,0.36,0.2,0.24,0.44,0.14,0.38,50,204,64
Mohamed Amoura,Wolfsburg,Bundesliga,Attacker,0.36,0.33,0.69,0.29,0.62,0.32,0.15,0.46,0.26,0.41,81,61,244
Joachim Andersen,Fulham,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,16,112,2
Elliot Anderson,Nott'ham Forest,Premier League,Midfielder,0.07,0.2,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18,52,143,95
Robert Andrich,Leverkusen,Bundesliga,Midfielder,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09,8,65,17
Benjamin André,Lille,Ligue 1,Midfielder,0.0,0.1,0.1,0.0,0.1,0.05,0.06,0.11,0.05,0.11,29,209,72
Marcos André,Valladolid,La Liga,Attacker,0.08,0.15,0.23,0.08,0.23,0.2,0.06,0.27,0.2,0.27,11,16,39
André,Wolves,Premier League,Midfielder,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,10,109,11
Angeliño,Roma,Serie A,Defender,0.06,0.03,0.08,0.06,0.08,0.04,0.1,0.15,0.04,0.15,66,172,172
Andre-Frank Zambo Anguissa,Napoli,Serie A,Midfielder,0.19,0.13,0.32,0.19,0.32,0.14,0.08,0.22,0.14,0.22,24,144,119
Faustino Anjorin,Empoli,Serie A,Midfielder,0.16,0.24,0.4,0.16,0.4,0.07,0.13,0.21,0.07,0.21,28,55,35
Waldemar Anton,Dortmund,Bundesliga,Defender,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11,32,117,28
Antoniu,Espanyol,La Liga,Attacker,0.0,0.09,0.09,0.0,0.09,0.08,0.1,0.17,0.08,0.17,35,28,63
Antony,Betis,La Liga,Attacker,0.33,0.13,0.46,0.33,0.46,0.19,0.23,0.42,0.19,0.42,94,67,157
Anuar,Valladolid,La Liga,Midfielder,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,24,30,68
Dennis Appiah,Saint-Étienne,Ligue 1,Defender,0.0,0.04,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1,51,108,110
Mauro Arambarri,Getafe,La Liga,Midfielder,0.34,0.0,0.34,0.24,0.24,0.28,0.02,0.3,0.2,0.22,17,75,55
Jon Aramburu,Real Sociedad,La Liga,Defender,0.04,0.04,0.07,0.04,0.07,0.02,0.04,0.06,0.02,0.06,26,97,53
Cameron Archer,Southampton,Premier League,Attacker,0.12,0.0,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34,22,14,66
Carlens Arcus,Angers,Ligue 1,Defender,0.0,0.04,0.04,0.0,0.04,0.0,0.06,0.06,0.0,0.06,39,70,79
Jesús Areso,Osasuna,La Liga,Defender,0.0,0.09,0.09,0.0,0.09,0.01,0.1,0.11,0.01,0.11,101,106,203
Joe Aribo,Southampton,Premier League,Midfielder,0.13,0.0,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,36,75,65
Juan Cruz Armada,Osasuna,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,9,53,12
Adam Armstrong,Southampton,Premier League,Attacker,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,25,21,79
Óscar Rodríguez Arnaiz,Leganés,La Liga,Midfielder,0.07,0.27,0.34,0.07,0.34,0.14,0.15,0.29,0.14,0.29,24,60,66
Maximilian Arnold,Wolfsburg,Bundesliga,Midfielder,0.11,0.19,0.31,0.11,0.31,0.03,0.13,0.17,0.03,0.17,9,128,16
Takuma Asano,Mallorca,La Liga,Attacker,0.17,0.09,0.26,0.17,0.26,0.23,0.06,0.29,0.23,0.29,28,20,76
Raúl Asencio,Real Madrid,La Liga,Defender,0.0,0.05,0.05,0.0,0.05,0.01,0.03,0.04,0.01,0.04,5,27,4
Kristjan Asllani,Inter,Serie A,Midfielder,0.18,0.18,0.36,0.0,0.18,0.22,0.17,0.39,0.08,0.25,7,55,20
Iago Aspas,Celta Vigo,La Liga,Attacker,0.52,0.26,0.77,0.26,0.52,0.45,0.24,0.69,0.21,0.44,50,132,143
Yaser Asprilla,Girona,La Liga,Attacker,0.19,0.06,0.26,0.19,0.26,0.13,0.18,0.31,0.13,0.31,72,77,140
Lorenz Assignon,Rennes,Ligue 1,Defender,0.11,0.15,0.27,0.11,0.27,0.08,0.14,0.22,0.08,0.22,98,116,206
Arthur Atta,Udinese,Serie A,Midfielder,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.2,0.1,0.2,31,57,77
Tommaso Augello,Cagliari,Serie A,Defender,0.0,0.23,0.23,0.0,0.23,0.01,0.15,0.16,0.01,0.16,58,118,113
Carlos Augusto,Inter,Serie A,Defender,0.16,0.11,0.27,0.16,0.27,0.15,0.08,0.23,0.15,0.23,31,80,83
Yasin Ayari,Brighton,Premier League,Midfielder,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,30,75,61
Jordan Ayew,Leicester City,Premier League,Attacker,0.27,0.0,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19,49,46,86
André Ayew,Le Havre,Ligue 1,Attacker,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28,5,18,43
Neil El Aynaoui,Lens,Ligue 1,Midfielder,0.45,0.06,0.51,0.28,0.34,0.23,0.11,0.34,0.09,0.21,11,75,29
Rayan Aït-Nouri,Wolves,Premier League,Defender,0.12,0.2,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24,89,108,176
Shavy Babicka,Toulouse,Ligue 1,Midfielder,0.3,0.15,0.46,0.3,0.46,0.3,0.12,0.42,0.3,0.42,36,21,122
Loïc Bade,Sevilla,La Liga,Defender,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.04,0.02,0.04,11,62,6
Milan Badelj,Genoa,Serie A,Midfielder,0.06,0.0,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13,8,83,14
Alex Baena,Villarreal,La Liga,Midfielder,0.24,0.31,0.55,0.24,0.55,0.25,0.41,0.65,0.22,0.63,91,189,154
Jean Mattéo Bahoya,Eint Frankfurt,Bundesliga,Midfielder,0.2,0.29,0.49,0.2,0.49,0.18,0.17,0.35,0.18,0.35,24,28,93
Leon Bailey,Aston Villa,Premier League,Attacker,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,58,35,121
Theo Bair,Auxerre,Ligue 1,Attacker,0.19,0.1,0.29,0.19,0.29,0.29,0.11,0.4,0.29,0.4,15,16,42
Stefan Bajcetic,Las Palmas,La Liga,Midfielder,0.09,0.0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,8,39,9
Mitchel Bakker,Lille,Ligue 1,Attacker,0.24,0.16,0.4,0.24,0.4,0.23,0.21,0.44,0.23,0.44,43,57,120
Ridle Baku,RB Leipzig,Bundesliga,Defender,0.14,0.21,0.35,0.14,0.35,0.1,0.11,0.2,0.1,0.2,21,41,97
Dilane Bakwa,Strasbourg,Ligue 1,Midfielder,0.22,0.29,0.5,0.22,0.5,0.17,0.24,0.41,0.17,0.41,107,129,249
Alejandro Balde,Barcelona,La Liga,Defender,0.0,0.16,0.16,0.0,0.16,0.02,0.13,0.15,0.02,0.15,107,93,246
Mama Samba Baldé,Brest,Ligue 1,Attacker,0.16,0.23,0.39,0.16,0.39,0.24,0.17,0.4,0.24,0.4,35,22,100
Carlos Baleba,Brighton,Premier League,Midfielder,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15,43,118,29
Leonardo Balerdi,Marseille,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,13,105,5
Iván Balliu,Rayo Vallecano,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,8,46,21
Botond Balogh,Parma,Serie A,Defender,0.0,0.04,0.04,0.0,0.04,0.02,0.0,0.02,0.02,0.02,7,37,1
Abdoulaye Bamba,Angers,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,1,16,3
Mattia Bani,Genoa,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,6,25,3
Valentín Barco,Strasbourg,Ligue 1,Midfielder,0.0,0.16,0.16,0.0,0.16,0.04,0.11,0.15,0.04,0.15,20,64,55
Bradley Barcola,Paris S-G,Ligue 1,Attacker,0.58,0.41,0.99,0.58,0.99,0.55,0.42,0.97,0.55,0.97,137,96,374
Melvin Bard,Nice,Ligue 1,Defender,0.09,0.05,0.14,0.09,0.14,0.1,0.09,0.19,0.1,0.19,53,88,95
Nicolò Barella,Inter,Serie A,Midfielder,0.11,0.22,0.32,0.11,0.32,0.08,0.16,0.24,0.08,0.24,63,235,133
Harvey Barnes,Newcastle Utd,Premier League,Attacker,0.46,0.21,0.67,0.46,0.67,0.37,0.2,0.57,0.37,0.57,93,83,192
Enzo Barrenechea,Valencia,La Liga,Midfielder,0.04,0.08,0.12,0.04,0.12,0.05,0.04,0.09,0.05,0.09,21,126,16
Ander Barrenetxea,Real Sociedad,La Liga,Midfielder,0.07,0.21,0.29,0.07,0.29,0.12,0.14,0.26,0.12,0.26,43,48,152
Pablo Barrios,Atlético Madrid,La Liga,Midfielder,0.04,0.15,0.19,0.04,0.19,0.05,0.09,0.14,0.05,0.14,29,142,69
Thierno Barry,Villarreal,La Liga,Attacker,0.43,0.15,0.58,0.39,0.54,0.48,0.11,0.6,0.45,0.57,44,27,124
Marc Bartra,Betis,La Liga,Defender,0.09,0.04,0.13,0.09,0.13,0.05,0.01,0.06,0.05,0.06,7,68,1
Federico Baschirotto,Lecce,Serie A,Defender,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.04,0.03,0.04,13,71,5
Calvin Bassey,Fulham,Premier League,Defender,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,39,116,15
Alessandro Bastoni,Inter,Serie A,Defender,0.04,0.19,0.22,0.04,0.22,0.03,0.09,0.12,0.03,0.12,62,162,83
Dylan Batubinsika,Saint-Étienne,Ligue 1,Defender,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,11,51,1
Christoph Baumgartner,RB Leipzig,Bundesliga,Midfielder,0.11,0.06,0.17,0.11,0.17,0.25,0.07,0.33,0.25,0.33,37,53,95
Adrian Beck,Heidenheim,Bundesliga,Midfielder,0.23,0.06,0.28,0.23,0.28,0.18,0.07,0.25,0.18,0.25,37,69,83
Timo Becker,Holstein Kiel,Bundesliga,Defender,0.0,0.07,0.07,0.0,0.07,0.05,0.03,0.08,0.05,0.08,28,57,38
Sheraldo Becker,Real Sociedad,La Liga,Attacker,0.18,0.09,0.27,0.18,0.27,0.18,0.18,0.36,0.18,0.36,51,23,110
Jan Bednarek,Southampton,Premier League,Defender,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,5,60,2
Donny van de Beek,Girona,La Liga,Midfielder,0.13,0.13,0.25,0.13,0.25,0.1,0.21,0.3,0.09,0.3,17,45,85
Maximilian Beier,Dortmund,Bundesliga,Attacker,0.45,0.28,0.74,0.45,0.74,0.44,0.19,0.62,0.44,0.62,24,33,124
Reda Belahyane,Hellas Verona,Serie A,Midfielder,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.07,0.01,0.07,22,73,13
Haris Belkebla,Angers,Ligue 1,Midfielder,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05,8,69,15
Yassin Belkhdim,Angers,Ligue 1,Midfielder,0.06,0.06,0.12,0.06,0.12,0.05,0.04,0.08,0.05,0.08,17,37,31
Stefan Bell,Mainz 05,Bundesliga,Defender,0.0,0.06,0.06,0.0,0.06,0.05,0.06,0.11,0.05,0.11,8,38,5
Raoul Bellanova,Atalanta,Serie A,Defender,0.0,0.34,0.34,0.0,0.34,0.04,0.18,0.22,0.04,0.22,83,87,191
Jean-Ricner Bellegarde,Wolves,Premier League,Midfielder,0.11,0.38,0.48,0.11,0.48,0.08,0.2,0.29,0.08,0.29,52,43,89
Jude Bellingham,Real Madrid,La Liga,Midfielder,0.33,0.29,0.61,0.29,0.58,0.41,0.14,0.55,0.36,0.5,74,199,143
Fran Beltrán,Celta Vigo,La Liga,Midfielder,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.1,0.04,0.1,28,152,29
Lucas Beltrán,Fiorentina,Serie A,Attacker,0.23,0.18,0.41,0.14,0.32,0.25,0.14,0.39,0.14,0.28,23,64,94
Ramy Bensebaini,Dortmund,Bundesliga,Defender,0.04,0.27,0.31,0.04,0.31,0.06,0.14,0.2,0.06,0.2,26,128,58
Rodrigo Bentancur,Tottenham,Premier League,Midfielder,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1,28,100,34
Lucas Beraldo,Paris S-G,Ligue 1,Defender,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,9,131,0
Yuri Berchiche,Athletic Club,La Liga,Defender,0.0,0.09,0.09,0.0,0.09,0.02,0.1,0.12,0.02,0.12,43,161,66
Álex Berenguer,Athletic Club,La Liga,Attacker,0.23,0.27,0.5,0.23,0.5,0.26,0.19,0.45,0.23,0.42,65,78,216
Sepp van den Berg,Brentford,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,12,79,28
Sander Berge,Fulham,Premier League,Midfielder,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,29,124,9
Lucas Bergvall,Tottenham,Premier League,Midfielder,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,33,49,31
Adrian Bernabe,Parma,Serie A,Midfielder,0.06,0.06,0.12,0.06,0.12,0.08,0.07,0.15,0.08,0.15,37,115,20
Bernardo,Bochum,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,14,100,14
Alexander Bernhardsson,Holstein Kiel,Bundesliga,Attacker,0.5,0.14,0.64,0.5,0.64,0.29,0.1,0.39,0.29,0.39,25,33,72
Matúš Bero,Bochum,Bundesliga,Midfielder,0.18,0.07,0.25,0.18,0.25,0.14,0.13,0.27,0.11,0.24,29,143,111
Juan Berrocal,Getafe,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1,25,1
Beto,Everton,Premier League,Attacker,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,15,16,77
Sam Beukema,Bologna,Serie A,Defender,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.07,0.04,0.07,27,153,9
Alessandro Bianco,Monza,Serie A,Midfielder,0.03,0.0,0.03,0.03,0.03,0.04,0.04,0.09,0.04,0.09,35,125,24
Mika Biereth,Monaco,Ligue 1,Attacker,0.95,0.15,1.1,0.88,1.03,0.83,0.33,1.16,0.71,1.04,14,24,110
Jaka Bijol,Udinese,Serie A,Defender,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.08,0.06,0.08,22,98,10
Cristiano Biraghi,Torino,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.24,0.04,0.24,24,36,49
Samuele Birindelli,Monza,Serie A,Defender,0.18,0.0,0.18,0.18,0.18,0.13,0.09,0.22,0.13,0.22,40,35,100
Tom Bischof,Hoffenheim,Bundesliga,Midfielder,0.18,0.07,0.25,0.18,0.25,0.08,0.13,0.21,0.08,0.21,47,138,102
Yann Aurel Bisseck,Inter,Serie A,Defender,0.16,0.11,0.27,0.16,0.27,0.14,0.05,0.19,0.14,0.19,32,93,44
Yves Bissouma,Tottenham,Premier League,Midfielder,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,15,75,3
El Chadaille Bitshiabu,RB Leipzig,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,4,69,2
Leonardo Bittencourt,Werder Bremen,Bundesliga,Midfielder,0.18,0.09,0.27,0.18,0.27,0.15,0.14,0.29,0.15,0.29,19,64,38
Emmanuel Biumla,Angers,Ligue 1,Defender,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.05,0.05,0.05,3,16,0
Antonio Blanco,Alavés,La Liga,Midfielder,0.0,0.03,0.03,0.0,0.03,0.03,0.05,0.08,0.03,0.08,13,146,19
Ludovic Blas,Rennes,Ligue 1,Midfielder,0.24,0.31,0.55,0.24,0.55,0.2,0.18,0.38,0.2,0.38,83,116,184
Daley Blind,Girona,La Liga,Defender,0.0,0.06,0.06,0.0,0.06,0.02,0.05,0.07,0.02,0.07,71,272,61
Myron Boadu,Bochum,Bundesliga,Attacker,0.78,0.09,0.86,0.69,0.78,0.67,0.1,0.76,0.6,0.69,12,18,70
Jeremie Boga,Nice,Ligue 1,Midfielder,0.09,0.17,0.26,0.09,0.26,0.2,0.24,0.44,0.2,0.44,64,39,75
Adama Boiro,Athletic Club,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,25,46,36
Moïse Bombito,Nice,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,27,97,10
Warren Bondo,Monza,Serie A,Midfielder,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,25,39,21
Victor Boniface,Leverkusen,Bundesliga,Attacker,0.71,0.09,0.8,0.71,0.8,0.7,0.1,0.8,0.63,0.73,26,23,61
Ange-Yoan Bonny,Parma,Serie A,Attacker,0.21,0.14,0.36,0.14,0.28,0.34,0.1,0.44,0.25,0.35,41,53,163
Ayyoub Bouaddi,Lille,Ligue 1,Midfielder,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.08,0.01,0.08,11,37,26
Badredine Bouanani,Nice,Ligue 1,Midfielder,0.25,0.25,0.49,0.16,0.41,0.22,0.19,0.42,0.16,0.35,47,44,93
Benjamin Bouchouari,Saint-Étienne,Ligue 1,Midfielder,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,48,133,54
Hicham Boudaoui,Nice,Ligue 1,Midfielder,0.07,0.11,0.18,0.07,0.18,0.1,0.11,0.21,0.1,0.21,54,124,75
Carlo Boukhalfa,St. Pauli,Bundesliga,Midfielder,0.11,0.0,0.11,0.11,0.11,0.08,0.06,0.14,0.08,0.14,10,41,44
Jarrod Bowen,West Ham,Premier League,Attacker,0.39,0.24,0.64,0.36,0.61,0.26,0.21,0.47,0.24,0.44,109,91,212
Enzo Boyomo,Osasuna,La Liga,Defender,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07,16,111,7
Domagoj Bradarić,Hellas Verona,Serie A,Defender,0.05,0.0,0.05,0.05,0.05,0.04,0.1,0.14,0.04,0.14,30,46,83
Julian Brandt,Dortmund,Bundesliga,Midfielder,0.2,0.39,0.59,0.2,0.59,0.19,0.33,0.52,0.19,0.52,61,149,199
Jarrad Branthwaite,Everton,Premier League,Defender,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07,10,66,2
Lilian Brassier,Rennes,Ligue 1,Defender,0.07,0.07,0.15,0.07,0.15,0.11,0.02,0.13,0.11,0.13,21,75,11
Darko Brašanac,Leganés,La Liga,Midfielder,0.06,0.11,0.17,0.06,0.17,0.1,0.02,0.12,0.1,0.12,6,43,53
James Bree,Southampton,Premier League,Defender,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.08,0.01,0.08,13,34,43
Ignace Van Der Brempt,Como,Serie A,Defender,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.07,0.03,0.07,19,42,34
Marco Brescianini,Atalanta,Serie A,Midfielder,0.36,0.18,0.54,0.36,0.54,0.28,0.09,0.37,0.28,0.37,46,36,69
Abel Bretones,Osasuna,La Liga,Defender,0.09,0.0,0.09,0.09,0.09,0.02,0.05,0.07,0.02,0.07,50,77,92
David Brooks,Bournemouth,Premier League,Attacker,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.41,0.24,0.41,35,35,83
